SPONSOR,CATEGORY,AIRDATE,AIRTIME,PROGRAM,AFFILIATION,TONE
"PRYOR, MARK",US SENATE,20131219,1642,JEOPARDY,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131219,2212,NEWS,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131219,0851,CBS THIS MORNING,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131219,0628,5 NEWS THIS MORNING AT 6,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131219,1425,LET'S MAKE A DEAL-CBS,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131219,1726,5 NEWS AT 5PM,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131219,1837,WHEEL OF FORTUNE,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131219,0509,FOX 24 NEWS EDGE,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131219,2042,X FACTOR-FOX,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131219,1821,40/29 NEWS AT 6,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131219,2231,NEWS,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131219,0728,GOOD MORNING AMERICA,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131219,1751,FOX 16 NEWS AT 5:30PM,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131219,1610,JUDGE JUDY,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131219,2230,KNWA 10 PM NEWS,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131219,0928,TODAY SHOW II,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131219,1847,WHEEL OF FORTUNE,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131219,0857,TODAY SHOW,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131219,0721,TODAY SHOW,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131219,1215,ARKANSAS TODAY,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131219,2219,NBC 6 NEWS AT 10,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131219,1810,NBC 6 NEWS AT 6,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131219,0606,NBC 6 NEWS TODAY,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131219,1721,NBC 6 NEWS AT 5,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131219,0629,THV11 THIS MORNING,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131219,1544,DR PHIL,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131219,1029,PRICE IS RIGHT-CBS,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131219,1619,ELLEN DEGENERES SHOW,DEMOCRAT,POSITIVE
"COTTON, TOM",US SENATE,20131220,0608,KARK 4 TODAY,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20131220,2231,KARK 4 NEWS AT 10,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20131220,0829,TODAY SHOW,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20131220,1848,ENTERTAINMENT TONIGHT,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20131220,1720,CHANNEL 7 NEWS LIVE AT 5,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20131220,1859,WHEEL OF FORTUNE,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20131220,2244,TWO AND A HALF MEN,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20131220,1721,THV11 NEWS AT 5,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20131220,1823,THV11 NEWS AT 6,REPUBLICAN,POSITIVE
"PRYOR, MARK",US SENATE,20131220,2021,IT'S/WONDERFUL LIFE-NBC,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131220,1714,KARK 4 NEWS AT 5,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131220,0639,KARK 4 TODAY,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131220,1529,RACHAEL RAY,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131220,1856,ENTERTAINMENT TONIGHT,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131220,0958,JUDGE MATHIS,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131220,0848,GOOD MORNING AMERICA,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131220,0622,DAYBREAK,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131220,1728,CHANNEL 7 NEWS LIVE AT 5,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131220,1842,WHEEL OF FORTUNE,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131220,1728,5 NEWS AT 5PM,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131220,1816,5 NEWS AT 6PM,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131220,0622,5 NEWS THIS MORNING AT 6,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131220,0853,CBS THIS MORNING,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131220,2220,NEWS,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131220,1944,I LOVE LUCY CHRISTMAS SP,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131220,2329,LATE SHOW/DAVID LTTRMN,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131220,0758,GOOD MORNING AMERICA,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131220,0627,40/29 NEWS SUNRISE,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131220,1536,ELLEN DEGENERES SHOW,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131220,1827,BIG BANG THEORY,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131220,2231,KNWA 10 PM NEWS,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131220,1628,JUDGE JUDY,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131220,0631,NBC 6 NEWS TODAY,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131220,1726,NBC 6 NEWS AT 5,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131220,1810,NBC 6 NEWS AT 6,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131220,2219,NBC 6 NEWS AT 10,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131220,0857,TODAY SHOW,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131220,0723,TODAY SHOW,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131220,1842,WHEEL OF FORTUNE,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131220,0952,TODAY SHOW II,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131220,1512,DR PHIL,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131220,2229,THV11 NEWS AT 10,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131220,0839,CBS THIS MORNING,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131220,1817,THV11 NEWS AT 6,DEMOCRAT,POSITIVE
"PRYOR, MARK",US SENATE,20131220,1934,I LOVE LUCY CHRISTMAS SP,DEMOCRAT,POSITIVE
"COTTON, TOM",US SENATE,20131221,2258,SATURDAY NIGHT LIVE-NBC,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20131221,2214,KARK 4 NEWS AT 10,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20131221,2120,FOX 16 NEWS AT 9:00PM,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20131221,2157,FOX 16 NEWS AT 9:00PM,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20131221,2218,THV11 NEWS AT 10,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20131221,2059,HAWAII FIVE-0,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20131222,2304,KARK 4 NEWS AT 10,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20131222,1920,NBC SUNDAY/FTBL PREKICK,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20131222,0959,MEET THE PRESS,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20131222,2330,THV11 NEWS AT 10,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20131222,0842,SUNDAY MORNING-CBS,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20131222,1341,AFC FOOTBALL GM 1,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20131223,0637,KARK 4 TODAY,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20131223,2224,KARK 4 NEWS AT 10,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20131223,0721,TODAY SHOW,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20131223,1840,WHEEL OF FORTUNE,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20131223,1820,CHANNEL 7 NEWS,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20131223,1726,THV11 NEWS AT 5,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20131223,0623,THV11 THIS MORNING,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20131223,1828,THV11 NEWS AT 6,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20131228,1952,COLLEGE BASKETBALL GAME,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20131229,2056,KENNEDY CENTER HNRS/CBS,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20131231,2135,NEW YEAR'S EVE/CRSN DALY,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20131231,1858,ENTERTAINMENT TONIGHT,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20131231,2128,NEW YEAR'S RKN EVE/ABC,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20131231,2334,DICK CLARK'S/ROCKIN' EVE,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20131231,2041,NEW YEAR'S ROCKIN' EVE P,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20140101,0016,NEW YEAR'S EVE/CARSON DL,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20140101,1117,TOURNAMENT OF ROSES-NBC,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20140101,1109,TOURNAMENT/ROSES-ABC,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20140105,1920,BACHELOR/ABC,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20140106,1951,BACHELOR/ABC,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20140107,2124,KILLER WOMEN,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20140108,2147,PEOPLE'S CHOICE AWARDS,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20140112,2132,GOLDEN GLOBE AWRDS-NBC,REPUBLICAN,POSITIVE
"COTTON, TOM",US SENATE,20140112,1826,GOLDEN GLOBES ARRIVALS S,REPUBLICAN,POSITIVE
"PRYOR, MARK",US SENATE,20140206,1610,JUDGE JUDY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,2214,KARK 4 NEWS AT 10,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,0936,GOOD MORNING ARKANSAS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,1827,CHANNEL 7 NEWS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,2134,ELEMENTARY-CBS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,0728,GOOD MORNING AMERICA,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,1717,KNWA 5PM NEWS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,2219,NBC 6 NEWS AT 10,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,0839,TODAY AT THE OLYMPIC GMS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,1810,NBC 6 NEWS AT 6,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,0646,NBC 6 NEWS TODAY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,1048,TODAY SHOW III,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,1726,THV11 NEWS AT 5,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,0958,MONTEL WILLIAMS LIVING W,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,2257,TONIGHT SHOW/JAY LENO,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,1714,KARK 4 NEWS AT 5,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,1838,OLYMPIC ZONE,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,0759,TODAY AT THE OLYMPIC GMS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,1853,WHEEL OF FORTUNE,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,1623,DR OZ SHOW,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,2028,TASTE-ABC,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,0653,DAYBREAK,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,1138,MID-DAY ARKANSAS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,1636,JEOPARDY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,1211,5 NEWS AT NOON,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,1826,5 NEWS AT 6PM,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,2221,NEWS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,0649,5 NEWS THIS MORNING AT 6,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,2122,FOX 24 NEWS EDGE,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,2141,FOX 16 NEWS AT 9:00PM,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,0728,TODAY AT THE OLYMPIC GMS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,1207,ARKANSAS TODAY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,0611,NBC 6 NEWS TODAY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,1716,NBC 6 NEWS AT 5,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,2233,NBC 6 NEWS AT 10,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,0857,TODAY AT THE OLYMPIC GMS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,0729,TODAY AT THE OLYMPIC GMS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,0757,TODAY AT THE OLYMPIC GMS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,1850,OLYMPIC ZONE,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,0959,TODAY SHOW II,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,0640,THV11 THIS MORNING,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,2233,THV11 NEWS AT 10,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,1859,THV11 NEWS AT 6:30,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140206,1259,BOLD AND THE BEAUTIFUL,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,1640,JUDGE JUDY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,2230,CHANNEL 7 NEWS NIGHTSIDE,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,0549,DAYBREAK,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,2250,LATE SHOW/DAVID LTTRMN,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,0847,CBS THIS MORNING,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,1820,5 NEWS AT 6PM,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,0950,NEWS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,1635,MAURY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,1059,TODAY SHOW III,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,1925,WINTER OLYMPICS OPEN CER,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,0647,NBC 6 NEWS TODAY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,0826,TODAY AT THE OLYMPIC GMS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,1810,NBC 6 NEWS AT 6,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,0729,CBS THIS MORNING,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,1823,THV11 NEWS AT 6,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,2215,WINTER OLYMPICS OPEN CER,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,1812,KARK 4 NEWS AT 6,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,0629,KARK 4 TODAY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,0953,TODAY SHOW II,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,1851,FAMILY FEUD,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,1722,CHANNEL 7 NEWS LIVE AT 5,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,0942,GOOD MORNING ARKANSAS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,1059,VIEW-ABC,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,0621,5 NEWS THIS MORNING AT 6,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,1854,WHEEL OF FORTUNE,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,1258,BOLD AND THE BEAUTIFUL,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,2214,NEWS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,1654,JEOPARDY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,0840,NEWS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,1814,40/29 NEWS AT 6,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,1710,KNWA 5PM NEWS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,1628,JUDGE JUDY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,0952,TODAY SHOW II,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,2241,NBC 6 NEWS AT 10,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,2300,NBC 6 NEWS AT 10,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,0721,TODAY AT THE OLYMPIC GMS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,0757,TODAY AT THE OLYMPIC GMS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,0847,TODAY AT THE OLYMPIC GMS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,1826,NBC 6 NEWS AT 6,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,1727,NBC 6 NEWS AT 5,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,0609,NBC 6 NEWS TODAY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,1842,WINTER OLYMPICS OPEN CER,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,1219,ARKANSAS TODAY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,2330,LATE SHOW/DAVID LTTRMN,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,1059,PRICE IS RIGHT-CBS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140207,1522,DR PHIL,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140208,1535,WINTER OLYMPICS SS-AFT,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140208,1356,WINTER OLYMPICS SS-AFT,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140208,0751,SATURDAY TODAY/OLYMPIC,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140208,2238,NBC 6 NEWS WEEKEND AT 10,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140208,2224,THV11 NEWS AT 10,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140208,2239,KARK LATE NEWS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140208,2022,ABC SATURDAY NT MOVIE,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140208,0746,GOOD MORNING AMERICA-SAT,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140208,2233,5 NEWS AT 10PM,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140208,1921,WINTER OLYMPICS-NBC,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140208,1417,WINTER OLYMPICS SS-AFT,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140208,2257,NBC 6 NEWS WEEKEND AT 10,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140208,1810,NBC 6 NEWS WEEKEND AT 6,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140208,2126,48 HOURS/CBS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140209,2222,CHANNEL 7 NEWS NIGHTSIDE,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140209,1809,WINTER OLYMPICS-NBC,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140209,1931,WINTER OLYMPICS-NBC,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140209,1320,WINTER OLYMPICS SS-AFT,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140209,1809,WINTER OLYMPICS-NBC,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140209,0728,SUNDAY TODAY/OLYMPIC,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140209,1623,WINTER OLYMPICS SS-AFT,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140209,2220,NBC 6 NEWS WEEKEND AT 10,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140209,2237,NBC 6 NEWS WEEKEND AT 10,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140209,1623,WINTER OLYMPICS SS-AFT,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140209,1727,NBC 6 NEWS AT 5,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140209,0825,SUNDAY TODAY/OLYMPIC,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140210,1324,DAYS OF OUR LIVES-NBC,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140210,2243,KARK 4 NEWS AT 10,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140210,1116,WHO WANTS/MILLIONAIRE,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140210,1810,5 NEWS AT 6PM,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140210,0757,CBS THIS MORNING,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140210,2312,LATE SHOW/DAVID LTTRMN,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140210,2137,FOX 24 NEWS EDGE,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140210,0558,40/29 NEWS SUNRISE,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140210,1715,KNWA 5PM NEWS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140210,1212,ARKANSAS TODAY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140210,0632,NBC 6 NEWS TODAY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140210,1826,NBC 6 NEWS AT 6,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140210,0757,TODAY AT THE OLYMPIC GMS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140210,0857,TODAY AT THE OLYMPIC GMS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140210,2306,NBC 6 NEWS AT 10,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140210,1550,DR PHIL,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140210,0829,TODAY AT THE OLYMPIC GMS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140210,1648,JUDGE JUDY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140210,1828,KARK 4 NEWS AT 6,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140210,0919,GOOD MORNING ARKANSAS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140210,1854,WHEEL OF FORTUNE,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140210,1657,DR OZ SHOW,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140210,0658,DAYBREAK,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140210,1635,JEOPARDY,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140210,1220,5 NEWS AT NOON,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140210,1858,WHEEL OF FORTUNE,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140210,2220,NEWS,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140210,0627,5 NEWS THIS MORNING AT 6,DEMOCRAT,NEGATIVE
"PRYOR, MARK",US SENATE,20140210,0758,GOOD MORNING AMERICA,DEMOCRAT,NEGATIVE
